관리비_index,회원_index,청구년월,납부상태,합계금액,전기세,수도세,가스비,일반관리비,공동전기료,승강기전기료,청소비,경비비,수선유지비
4814,407,20250801,True,247254,78701,22837,44975,40410,14441,9578,18430,11870,6012
4815,407,20250901,True,246086,76469,22528,45329,41314,14316,9623,18007,12338,6162
4816,407,20251001,True,246599,76239,22585,46436,41277,14100,9162,18287,12273,6240
4817,407,20251101,True,247310,71255,22806,51529,40889,14195,9355,18733,12246,6302
4818,407,20251201,True,249321,72805,24134,51213,41448,14366,9176,17968,12009,6202
4819,407,20260101,True,242740,72490,23587,44999,41311,14441,9412,18098,12026,6376
4820,407,20260201,True,246066,73650,22537,48635,40827,14496,9330,18127,12463,6001
4821,407,20260301,True,256467,80440,21294,51511,42535,14118,9806,18166,12340,6257
4822,407,20260401,True,248472,79408,22060,44872,41263,14186,9380,18837,12301,6165
4823,407,20260501,True,246173,69963,21204,51663,41871,14680,9733,18751,12089,6219
4824,407,20260601,True,243036,69472,23948,46932,41156,14449,9863,18429,12279,6508
4825,407,20260701,True,249710,77620,21456,46231,42548,14649,9824,18976,12074,6332
4826,407,20260801,True,247057,71171,24219,48469,41935,14431,9406,18895,12186,6345
4827,407,20260901,True,242784,73194,22466,44542,41559,14535,9744,18520,12225,5999
4828,408,20260901,True,152436,27679,8671,18552,41559,14535,6519,18520,12225,4176
4829,409,20250801,True,185067,44589,12271,28598,40410,14441,10320,18430,11870,4138
4830,409,20250901,True,183107,43049,13698,25921,41314,14316,10500,18007,12338,3964
4831,409,20251001,True,185554,43492,13975,27558,41277,14100,10570,18287,12273,4022
4832,409,20251101,True,182470,41931,14030,26485,40889,14195,10071,18733,12246,3890
4833,409,20251201,True,181477,42367,12398,26293,41448,14366,10718,17968,12009,3910
4834,409,20260101,True,182048,42204,13803,25821,41311,14441,10238,18098,12026,4106
4835,409,20260201,True,182696,43955,12001,26369,40827,14496,10378,18127,12463,4080
4836,409,20260301,True,183781,40748,12760,28943,42535,14118,10154,18166,12340,4017
4837,409,20260401,True,185698,44388,13154,27388,41263,14186,10160,18837,12301,4021
4838,409,20260501,True,190040,45013,13280,30213,41871,14680,10208,18751,12089,3935
4839,409,20260601,True,184995,41807,13798,28852,41156,14449,10147,18429,12279,4078
4840,409,20260701,True,190502,44806,12594,29998,42548,14649,10788,18976,12074,4069
4841,409,20260801,True,185938,42088,12808,29240,41935,14431,10427,18895,12186,3928
4842,409,20260901,True,183477,39901,12751,29806,41559,14535,10158,18520,12225,4022
4843,410,20240101,True,175875,39116,12010,28899,40931,13891,6710,17650,11809,4859
4844,410,20240201,True,171427,38913,11538,26485,40711,14009,6283,17394,11449,4645
4845,410,20240301,True,175118,40313,12472,28394,39731,13683,6298,17408,12002,4817
4846,410,20240401,True,177167,42393,11802,28069,40922,13740,6196,17830,11702,4513
4847,410,20240501,True,172992,38069,11996,28042,41070,13864,6161,17517,11636,4637
4848,410,20240601,True,177733,42814,12108,27203,40433,13752,6746,17830,12038,4809
4849,410,20240701,True,172213,37824,12234,26976,40178,13746,6634,18227,11831,4563
4850,410,20240801,True,170993,39306,12002,26192,39627,13650,6166,17471,11921,4658
4851,410,20240901,True,177682,42308,13017,26882,41110,13935,6479,17461,11797,4693
4852,410,20241001,True,174206,36829,12415,27470,41593,14034,6807,18298,12101,4659
4853,410,20241101,True,177838,41748,12698,28172,39674,14192,6751,18072,11930,4601
4854,410,20241201,True,172116,38198,13052,25927,40260,14161,6243,17595,11890,4790
4855,410,20250101,True,179431,43042,12262,27419,40709,14404,6588,18308,11808,4891
4856,410,20250201,True,177080,40227,12114,28136,40874,13885,6321,18373,12190,4960
4857,410,20250301,False,175659,38842,11526,29136,40533,14233,6855,18132,11783,4619
4858,410,20250401,True,174044,37919,11941,26842,41549,14187,6406,18316,12029,4855
4859,410,20250501,True,170703,36852,12316,26051,40063,14059,6528,17664,12288,4882
4860,410,20250601,True,179616,41652,12912,27290,41930,14442,6672,17954,11787,4977
4861,410,20250701,True,177810,39659,13222,26956,42000,14548,6527,17784,12064,5050
4862,410,20250801,True,179172,43021,12032,27582,40410,14441,6483,18430,11870,4903
4863,410,20250901,True,176717,41068,13331,24860,41314,14316,6581,18007,12338,4902
4864,410,20251001,True,172898,36982,12244,26287,41277,14100,6347,18287,12273,5101
4865,410,20251101,True,171860,37503,11484,25413,40889,14195,6384,18733,12246,5013
4866,410,20251201,True,172463,36831,13377,24940,41448,14366,6746,17968,12009,4778
4867,410,20260101,True,175791,40398,12026,26323,41311,14441,6394,18098,12026,4774
4868,410,20260201,True,173376,37691,12328,25984,40827,14496,6719,18127,12463,4741
4869,410,20260301,True,177582,41102,11869,25806,42535,14118,6635,18166,12340,5011
4870,410,20260401,True,178828,42294,12912,25652,41263,14186,6687,18837,12301,4696
4871,410,20260501,True,177294,41439,11607,25454,41871,14680,6576,18751,12089,4827
4872,410,20260601,True,179049,40487,11953,28593,41156,14449,6972,18429,12279,4731
4873,410,20260701,True,175926,37981,12322,25981,42548,14649,6561,18976,12074,4834
4874,410,20260801,True,179372,42179,12162,25631,41935,14431,6949,18895,12186,5004
4875,410,20260901,True,174054,37510,11509,26410,41559,14535,6969,18520,12225,4817
4876,411,20230101,True,246556,77014,25652,51240,38193,13301,7021,17357,11480,5298
4877,411,20230201,True,258870,86891,23845,54655,38639,13588,7055,17525,11193,5479
4878,411,20230301,True,258550,84864,26084,53556,39852,13686,6805,17153,11299,5251
4879,411,20230401,True,249629,78721,23127,53890,40220,13466,6724,16971,11285,5225
4880,411,20230501,True,252916,78978,24234,54648,40077,13671,6714,17618,11669,5307
4881,411,20230601,True,252599,80400,22940,54724,39537,13946,6840,17278,11587,5347
4882,411,20230701,True,250755,76936,26169,51792,40184,13730,7164,17728,11623,5429
4883,411,20230801,True,255376,80251,24344,56680,40010,13364,6979,17209,11477,5062
4884,411,20230901,True,245147,75645,24075,52295,38847,13516,6732,17130,11491,5416
4885,411,20231001,True,259331,83840,25841,54576,40016,13630,7182,17394,11472,5380
4886,411,20231101,False,250587,77854,23218,54627,39356,14045,6611,17668,11724,5484
4887,411,20231201,True,252259,77857,23286,56495,39235,13927,7180,17275,11611,5393
4888,411,20240101,True,252615,79603,22872,53520,40931,13891,7152,17650,11809,5187
4889,411,20240201,True,256255,81920,23148,55290,40711,14009,6994,17394,11449,5340
4890,411,20240301,True,257311,84759,23747,53495,39731,13683,6838,17408,12002,5648
4891,411,20240401,True,254164,75475,25771,56204,40922,13740,6961,17830,11702,5559
4892,411,20240501,True,249353,74941,24125,53470,41070,13864,7347,17517,11636,5383
4893,411,20240601,True,254755,76371,26073,55980,40433,13752,6966,17830,12038,5312
4894,411,20240701,True,254697,79947,23718,55052,40178,13746,6764,18227,11831,5234
4895,411,20240801,True,260482,86861,23670,54865,39627,13650,6992,17471,11921,5425
4896,411,20240901,True,259632,81401,25022,56341,41110,13935,7182,17461,11797,5383
4897,411,20241001,True,257816,78980,26529,53823,41593,14034,7264,18298,12101,5194
4898,411,20241101,True,250683,75261,24281,55153,39674,14192,6799,18072,11930,5321
4899,411,20241201,True,251356,79266,26224,49515,40260,14161,6831,17595,11890,5614
4900,411,20250101,True,255823,83881,23240,50444,40709,14404,7376,18308,11808,5653
4901,411,20250201,True,259030,84461,24568,52219,40874,13885,6773,18373,12190,5687
4902,411,20250301,False,248816,75348,25666,50759,40533,14233,7113,18132,11783,5249
4903,411,20250401,True,256696,78216,23842,55820,41549,14187,7166,18316,12029,5571
4904,411,20250501,True,256175,83685,25382,50389,40063,14059,7164,17664,12288,5481
4905,411,20250601,False,253167,79347,26448,49010,41930,14442,6856,17954,11787,5393
4906,411,20250701,True,261700,82985,23438,56543,42000,14548,6924,17784,12064,5414
4907,411,20250801,True,250575,76058,25365,50993,40410,14441,7476,18430,11870,5532
4908,411,20250901,True,259071,83375,23271,53954,41314,14316,6874,18007,12338,5622
4909,411,20251001,True,257978,76159,26400,56363,41277,14100,7443,18287,12273,5676
4910,411,20251101,True,258093,86309,23663,49658,40889,14195,7102,18733,12246,5298
4911,411,20251201,True,252993,80058,25535,49000,41448,14366,7184,17968,12009,5425
4912,411,20260101,True,257021,81044,23723,53495,41311,14441,7511,18098,12026,5372
4913,411,20260201,True,258264,82214,23792,53064,40827,14496,7601,18127,12463,5680
4914,411,20260301,True,254588,78696,23680,52168,42535,14118,7036,18166,12340,5849
4915,411,20260401,True,247835,75996,22922,49450,41263,14186,7148,18837,12301,5732
4916,411,20260501,True,257149,80367,22819,53705,41871,14680,7251,18751,12089,5616
4917,411,20260601,True,261151,82229,25271,54423,41156,14449,7304,18429,12279,5611
4918,411,20260701,False,252653,77066,23825,50969,42548,14649,7076,18976,12074,5470
4919,411,20260801,True,265646,87326,22839,54819,41935,14431,7422,18895,12186,5793
4920,411,20260901,True,260566,84977,23784,52452,41559,14535,7094,18520,12225,5420
4921,412,20250201,True,200211,52034,15795,31510,40874,13885,9701,18373,12190,5849
4922,412,20250301,True,193457,45513,15429,32515,40533,14233,9421,18132,11783,5898
4923,412,20250401,True,197915,48189,14562,33951,41549,14187,9489,18316,12029,5643
4924,412,20250501,True,195997,49819,15732,30969,40063,14059,9314,17664,12288,6089
4925,412,20250601,True,199604,50487,15636,31447,41930,14442,9981,17954,11787,5940
4926,412,20250701,True,200382,50654,14339,34001,42000,14548,9355,17784,12064,5637
4927,412,20250801,True,191450,45834,14167,31166,40410,14441,9566,18430,11870,5566
4928,412,20250901,True,191843,46116,14403,30152,41314,14316,9606,18007,12338,5591
4929,412,20251001,True,193707,45865,14578,31851,41277,14100,9656,18287,12273,5820
4930,412,20251101,True,193714,47514,14346,30412,40889,14195,9560,18733,12246,5819
4931,412,20251201,False,196848,49367,14863,31127,41448,14366,10007,17968,12009,5693
4932,412,20260101,True,198914,49393,14463,33702,41311,14441,9525,18098,12026,5955
4933,412,20260201,True,200934,50349,15255,33663,40827,14496,9745,18127,12463,6009
4934,412,20260301,True,196980,46822,16029,31135,42535,14118,9875,18166,12340,5960
4935,412,20260401,True,201503,50313,14193,34779,41263,14186,9629,18837,12301,6002
4936,412,20260501,True,195170,47004,14909,29965,41871,14680,9871,18751,12089,6030
4937,412,20260601,True,199437,49725,14728,32427,41156,14449,10324,18429,12279,5920
4938,412,20260701,True,194011,45441,14040,30572,42548,14649,9733,18976,12074,5978
4939,412,20260801,True,204719,50703,15882,34925,41935,14431,9536,18895,12186,6226
4940,412,20260901,True,198150,48660,15038,31298,41559,14535,10464,18520,12225,5851
4941,413,20260801,True,183263,41883,12984,27739,41935,14431,7651,18895,12186,5559
4942,413,20260901,True,178128,38852,11765,26821,41559,14535,8099,18520,12225,5752
4943,414,20240201,True,210923,57842,17439,41276,40711,14009,6347,17394,11449,4456
4944,414,20240301,True,214572,63212,19488,38260,39731,13683,6209,17408,12002,4579
4945,414,20240401,True,211558,60644,18913,37235,40922,13740,6002,17830,11702,4570
4946,414,20240501,True,215029,60397,19560,40132,41070,13864,6355,17517,11636,4498
4947,414,20240601,True,213741,61985,17815,39159,40433,13752,6050,17830,12038,4679
4948,414,20240701,True,212030,58193,19359,39506,40178,13746,6501,18227,11831,4489
4949,414,20240801,True,210223,58442,18378,40035,39627,13650,6395,17471,11921,4304
4950,414,20240901,True,213332,58373,18307,41580,41110,13935,6448,17461,11797,4321
4951,414,20241001,True,212465,61410,17763,36499,41593,14034,6143,18298,12101,4624
4952,414,20241101,True,210732,59098,17404,39781,39674,14192,6297,18072,11930,4284
4953,414,20241201,True,216712,61780,17964,42614,40260,14161,6106,17595,11890,4342
4954,414,20250101,True,215571,58426,19157,42202,40709,14404,6214,18308,11808,4343
4955,414,20250201,True,210747,59903,18245,36775,40874,13885,6000,18373,12190,4502
4956,414,20250301,True,214082,60918,18246,39463,40533,14233,6198,18132,11783,4576
4957,414,20250401,True,214600,59206,17995,40637,41549,14187,6266,18316,12029,4415
4958,414,20250501,True,216773,61574,19430,40664,40063,14059,6379,17664,12288,4652
4959,414,20250601,True,217446,63695,18226,38207,41930,14442,6576,17954,11787,4629
4960,414,20250701,True,221287,63001,20059,40998,42000,14548,6203,17784,12064,4630
4961,414,20250801,True,216591,66196,17891,36511,40410,14441,6042,18430,11870,4800
4962,414,20250901,True,215865,60146,18715,39913,41314,14316,6570,18007,12338,4546
4963,414,20251001,True,220301,65991,19870,37707,41277,14100,6111,18287,12273,4685
4964,414,20251101,True,216267,64771,17800,36518,40889,14195,6336,18733,12246,4779
4965,414,20251201,True,217662,61865,18907,40389,41448,14366,6269,17968,12009,4441
4966,414,20260101,True,216788,59291,19620,41178,41311,14441,6154,18098,12026,4669
4967,414,20260201,True,217136,58836,19945,41266,40827,14496,6459,18127,12463,4717
4968,414,20260301,True,222472,66444,17450,40409,42535,14118,6338,18166,12340,4672
4969,414,20260401,True,210971,57611,18093,37749,41263,14186,6294,18837,12301,4637
4970,414,20260501,True,222899,66045,17260,41034,41871,14680,6391,18751,12089,4778
4971,414,20260601,True,216565,62783,17355,39194,41156,14449,6198,18429,12279,4722
4972,414,20260701,False,216383,58596,18539,39617,42548,14649,6702,18976,12074,4682
4973,414,20260801,True,219613,62361,18440,40027,41935,14431,6705,18895,12186,4633
4974,414,20260901,True,218055,61012,17271,41569,41559,14535,6731,18520,12225,4633
4975,415,20240901,True,231044,67436,21175,46042,41110,13935,8328,17461,11797,3760
4976,415,20241001,True,234469,69699,21906,43838,41593,14034,8984,18298,12101,4016
4977,415,20241101,True,227581,69243,21213,40880,39674,14192,8639,18072,11930,3738
4978,415,20241201,True,229155,72006,19490,41354,40260,14161,8471,17595,11890,3928
4979,415,20250101,True,238664,71847,21766,47434,40709,14404,8421,18308,11808,3967
4980,415,20250201,True,234080,70586,20976,44243,40874,13885,9231,18373,12190,3722
4981,415,20250301,True,236051,72792,22357,43525,40533,14233,8857,18132,11783,3839
4982,415,20250401,True,236716,69434,21414,47221,41549,14187,8805,18316,12029,3761
4983,415,20250501,True,230997,66981,19945,47471,40063,14059,8694,17664,12288,3832
4984,415,20250601,True,231416,63584,21120,47386,41930,14442,9268,17954,11787,3945
4985,415,20250701,True,233382,66394,21858,45723,42000,14548,9232,17784,12064,3779
4986,415,20250801,True,227598,63684,21121,44765,40410,14441,9133,18430,11870,3744
4987,415,20250901,True,232857,72502,20823,41104,41314,14316,8548,18007,12338,3905
4988,415,20251001,True,231096,64858,21974,45482,41277,14100,8869,18287,12273,3976
4989,415,20251101,True,234506,72211,19314,44214,40889,14195,8875,18733,12246,3829
4990,415,20251201,True,230257,70150,19514,41938,41448,14366,8978,17968,12009,3886
4991,415,20260101,True,231038,67995,20553,43956,41311,14441,8633,18098,12026,4025
4992,415,20260201,True,231883,69993,19707,43218,40827,14496,9081,18127,12463,3971
4993,415,20260301,True,231801,70078,20539,41328,42535,14118,8840,18166,12340,3857
4994,415,20260401,True,228613,63396,21179,44189,41263,14186,9465,18837,12301,3797
4995,415,20260501,True,227905,62958,21957,42665,41871,14680,8776,18751,12089,4158
4996,415,20260601,True,225227,63172,20720,41629,41156,14449,9300,18429,12279,4093
4997,415,20260701,True,230424,65778,20852,42823,42548,14649,8882,18976,12074,3842
4998,415,20260801,True,239023,70119,22143,46255,41935,14431,9086,18895,12186,3973
4999,415,20260901,True,235593,69062,21086,45819,41559,14535,8766,18520,12225,4021
5000,416,20260201,True,159136,29912,8873,20225,40827,14496,9186,18127,12463,5027
5001,416,20260301,True,160198,28339,9804,20364,42535,14118,9522,18166,12340,5010
5002,416,20260401,True,157123,28108,9654,18157,41263,14186,9404,18837,12301,5213
5003,416,20260501,True,162585,31150,8938,20687,41871,14680,9577,18751,12089,4842
5004,416,20260601,True,162379,31147,9908,20899,41156,14449,9285,18429,12279,4827
5005,416,20260701,True,160472,29968,9083,18500,42548,14649,9357,18976,12074,5317
5006,416,20260801,True,163381,31530,9923,20144,41935,14431,9204,18895,12186,5133
5007,416,20260901,True,157648,27779,9488,19172,41559,14535,9072,18520,12225,5298
5008,417,20260801,True,246852,72133,21725,50494,41935,14431,9723,18895,12186,5330
5009,417,20260901,True,244029,75658,21943,44880,41559,14535,9329,18520,12225,5380
5010,418,20260701,True,212318,57428,17178,33169,42548,14649,9775,18976,12074,6521
5011,418,20260801,True,212026,54738,16629,36930,41935,14431,9596,18895,12186,6686
5012,418,20260901,True,214598,59029,15672,36501,41559,14535,9748,18520,12225,6809
5013,419,20250901,True,211118,53291,17932,36456,41314,14316,10561,18007,12338,6903
5014,419,20251001,True,210977,56140,18021,33304,41277,14100,10680,18287,12273,6895
5015,419,20251101,True,214689,55979,17890,37167,40889,14195,10881,18733,12246,6709
5016,419,20251201,True,212214,56197,17960,35012,41448,14366,10611,17968,12009,6643
5017,419,20260101,True,214030,58746,16679,36047,41311,14441,10193,18098,12026,6489
5018,419,20260201,True,209149,52414,18151,35829,40827,14496,10071,18127,12463,6771
5019,419,20260301,True,209569,54584,16841,33903,42535,14118,10655,18166,12340,6427
5020,419,20260401,True,205494,52591,16342,33184,41263,14186,10319,18837,12301,6471
5021,419,20260501,True,212678,53289,17306,36842,41871,14680,10990,18751,12089,6860
5022,419,20260601,True,214598,58916,15802,36672,41156,14449,10222,18429,12279,6673
5023,419,20260701,True,217290,57987,16168,37782,42548,14649,10370,18976,12074,6736
5024,419,20260801,True,214116,58628,16047,34471,41935,14431,10500,18895,12186,7023
5025,419,20260901,True,214560,58535,15802,36255,41559,14535,10161,18520,12225,6968
5026,420,20250501,True,204990,53153,16002,37502,40063,14059,9903,17664,12288,4356
5027,420,20250601,False,213137,58106,15967,38795,41930,14442,9654,17954,11787,4502
5028,420,20250701,True,211204,56699,16209,37939,42000,14548,9597,17784,12064,4364
5029,420,20250801,True,208331,56739,16379,35489,40410,14441,10122,18430,11870,4451
5030,420,20250901,True,212788,58854,15867,37358,41314,14316,10263,18007,12338,4471
5031,420,20251001,False,206757,51173,16457,38820,41277,14100,9703,18287,12273,4667
5032,420,20251101,True,209154,57663,16318,34899,40889,14195,9834,18733,12246,4377
5033,420,20251201,True,206547,56064,17224,33494,41448,14366,9582,17968,12009,4392
5034,420,20260101,True,204203,50942,16389,36785,41311,14441,9803,18098,12026,4408
5035,420,20260201,True,240011,87322,15800,36768,40827,14496,9425,18127,12463,4783
5036,420,20260301,True,208967,52175,17873,36964,42535,14118,10246,18166,12340,4550
5037,420,20260401,True,205187,51221,17286,34953,41263,14186,10360,18837,12301,4780
5038,420,20260501,True,209487,52951,17574,36539,41871,14680,10230,18751,12089,4802
5039,420,20260601,True,209020,56180,16019,35886,41156,14449,10155,18429,12279,4467
5040,420,20260701,True,213332,54408,17343,38874,42548,14649,9613,18976,12074,4847
5041,420,20260801,True,211161,57423,17088,34466,41935,14431,9936,18895,12186,4801
5042,420,20260901,True,206838,51420,16224,37928,41559,14535,9983,18520,12225,4444
5043,421,20260901,False,154088,28187,8325,18313,41559,14535,8180,18520,12225,4244
5044,422,20260701,True,265671,82569,23730,54969,42548,14649,9824,18976,12074,6332
5045,422,20260801,True,263183,82992,26223,50770,41935,14431,9406,18895,12186,6345
5046,422,20260901,True,260554,83246,24849,49877,41559,14535,9744,18520,12225,5999
5047,423,20260101,True,154130,28567,8905,19554,41311,14441,6912,18098,12026,4316
5048,423,20260201,True,157116,32170,8842,19414,40827,14496,6714,18127,12463,4063
5049,423,20260301,True,158733,32193,9239,19300,42535,14118,6724,18166,12340,4118
5050,423,20260401,True,158425,31111,9211,20361,41263,14186,6859,18837,12301,4296
5051,423,20260501,True,156693,28982,8882,20209,41871,14680,6908,18751,12089,4321
5052,423,20260601,True,159404,32130,9854,19669,41156,14449,7051,18429,12279,4387
5053,423,20260701,False,158436,29758,8764,20502,42548,14649,6802,18976,12074,4363
5054,423,20260801,True,159317,31737,8704,20308,41935,14431,6853,18895,12186,4268
5055,423,20260901,True,158581,31936,9233,19878,41559,14535,6519,18520,12225,4176
5056,424,20240901,True,206954,52993,18751,36879,41110,13935,10208,17461,11797,3820
5057,424,20241001,True,207341,50672,17592,38815,41593,14034,10213,18298,12101,4023
5058,424,20241101,True,209272,59049,16796,35280,39674,14192,10343,18072,11930,3936
5059,424,20241201,True,208723,57987,17317,35982,40260,14161,9601,17595,11890,3930
5060,424,20250101,False,203692,51696,17537,35232,40709,14404,10243,18308,11808,3755
5061,424,20250201,True,208422,55808,17646,35661,40874,13885,10246,18373,12190,3739
5062,424,20250301,True,209868,58955,16598,35666,40533,14233,10034,18132,11783,3934
5063,424,20250401,True,212848,57021,17803,37988,41549,14187,10065,18316,12029,3890
5064,424,20250501,True,207462,54416,17260,37230,40063,14059,10547,17664,12288,3935
5065,424,20250601,True,206193,54621,17145,34670,41930,14442,9814,17954,11787,3830
5066,424,20250701,True,213970,58125,16069,39150,42000,14548,10206,17784,12064,4024
5067,424,20250801,True,207178,55741,16244,35584,40410,14441,10320,18430,11870,4138
5068,424,20250901,True,206372,51321,16081,38531,41314,14316,10500,18007,12338,3964
5069,424,20251001,True,210356,52894,18656,38277,41277,14100,10570,18287,12273,4022
5070,424,20251101,True,207575,51503,17099,38949,40889,14195,10071,18733,12246,3890
5071,424,20251201,True,209477,57005,16008,36045,41448,14366,10718,17968,12009,3910
5072,424,20260101,True,212002,55045,18635,38102,41311,14441,10238,18098,12026,4106
5073,424,20260201,True,212820,56427,16733,39289,40827,14496,10378,18127,12463,4080
5074,424,20260301,True,211448,52398,17940,39780,42535,14118,10154,18166,12340,4017
5075,424,20260401,True,215369,58410,18745,37446,41263,14186,10160,18837,12301,4021
5076,424,20260501,True,214360,58369,18770,35687,41871,14680,10208,18751,12089,3935
5077,424,20260601,True,204685,50746,16940,36461,41156,14449,10147,18429,12279,4078
5078,424,20260701,True,214334,55674,18648,36908,42548,14649,10788,18976,12074,4069
5079,424,20260801,True,210961,51794,17990,39375,41935,14431,10427,18895,12186,3928
5080,424,20260901,True,212668,57599,17218,36832,41559,14535,10158,18520,12225,4022
5081,425,20260201,True,166286,34477,10851,23585,40827,14496,6719,18127,12463,4741
5082,425,20260301,True,167952,36496,10762,21889,42535,14118,6635,18166,12340,5011
5083,425,20260401,True,164603,34992,9776,21865,41263,14186,6687,18837,12301,4696
5084,425,20260501,True,166761,33948,10599,23420,41871,14680,6576,18751,12089,4827
5085,425,20260601,True,162892,32916,11004,20956,41156,14449,6972,18429,12279,4731
5086,425,20260701,True,166996,35391,10228,21735,42548,14649,6561,18976,12074,4834
5087,425,20260801,True,169363,35352,10786,23825,41935,14431,6949,18895,12186,5004
5088,425,20260901,True,162683,32345,10219,21494,41559,14535,6969,18520,12225,4817
5089,426,20260601,True,230858,64413,21280,45937,41156,14449,7304,18429,12279,5611
5090,426,20260701,True,232675,69543,19999,42340,42548,14649,7076,18976,12074,5470
5091,426,20260801,True,235631,70218,19448,45303,41935,14431,7422,18895,12186,5793
5092,426,20260901,True,234695,69041,19972,46329,41559,14535,7094,18520,12225,5420
5093,427,20260901,True,186215,42929,12688,27444,41559,14535,10464,18520,12225,5851
5094,428,20260501,True,168423,36129,10016,22193,41871,14680,7349,18751,12089,5345
5095,428,20260601,True,163828,32337,10073,21613,41156,14449,8094,18429,12279,5398
5096,428,20260701,True,166345,32429,10355,22150,42548,14649,7520,18976,12074,5644
5097,428,20260801,True,166159,33333,10589,21580,41935,14431,7651,18895,12186,5559
5098,428,20260901,True,164722,31671,10955,21406,41559,14535,8099,18520,12225,5752
5099,429,20260901,True,245976,76126,21486,50161,41559,14535,6731,18520,12225,4633
5100,430,20260101,True,217424,57514,19739,41637,41311,14441,8633,18098,12026,4025
5101,430,20260201,True,217938,60030,19690,39253,40827,14496,9081,18127,12463,3971
5102,430,20260301,True,214152,58756,18342,37198,42535,14118,8840,18166,12340,3857
5103,430,20260401,True,220236,60932,18713,40742,41263,14186,9465,18837,12301,3797
5104,430,20260501,True,227013,65985,18761,41942,41871,14680,8776,18751,12089,4158
5105,430,20260601,True,223554,61959,19443,42446,41156,14449,9300,18429,12279,4093
5106,430,20260701,True,223689,63123,19147,40448,42548,14649,8882,18976,12074,3842
5107,430,20260801,True,222318,65365,19233,37214,41935,14431,9086,18895,12186,3973
5108,430,20260901,True,219211,58927,19343,41315,41559,14535,8766,18520,12225,4021
5109,431,20260901,True,190090,44481,14605,29795,41559,14535,9072,18520,12225,5298
5110,432,20260601,True,244273,74588,22808,46321,41156,14449,9315,18429,12279,4928
5111,432,20260701,True,245642,70803,24257,47846,42548,14649,9365,18976,12074,5124
5112,432,20260801,True,242268,69966,22949,46853,41935,14431,9723,18895,12186,5330
5113,432,20260901,True,245025,69912,23519,50046,41559,14535,9329,18520,12225,5380
5114,433,20260701,False,244089,69588,23958,46000,42548,14649,9775,18976,12074,6521
5115,433,20260801,False,250775,75541,23766,47739,41935,14431,9596,18895,12186,6686
5116,433,20260901,True,249740,71937,23118,51289,41559,14535,9748,18520,12225,6809
5117,434,20260801,True,227623,63389,19779,39485,41935,14431,10500,18895,12186,7023
5118,434,20260901,True,229552,65475,18591,41518,41559,14535,10161,18520,12225,6968
5119,435,20240401,True,214417,59457,18122,38557,40922,13740,9637,17830,11702,4450
5120,435,20240501,True,219614,65308,18885,37466,41070,13864,9596,17517,11636,4272
5121,435,20240601,False,226110,65054,19902,42843,40433,13752,9655,17830,12038,4603
5122,435,20240701,True,219816,60672,20186,40957,40178,13746,9398,18227,11831,4621
5123,435,20240801,True,210680,56704,18322,39253,39627,13650,9130,17471,11921,4602
5124,435,20240901,True,218607,62616,20091,37764,41110,13935,9185,17461,11797,4648
5125,435,20241001,True,224028,63590,19105,41093,41593,14034,9863,18298,12101,4351
5126,435,20241101,True,215518,59188,17817,40808,39674,14192,9341,18072,11930,4496
5127,435,20241201,True,218863,59226,18229,43491,40260,14161,9750,17595,11890,4261
5128,435,20250101,True,216732,58820,18875,39281,40709,14404,10028,18308,11808,4499
5129,435,20250201,True,220987,60499,20393,40569,40874,13885,9806,18373,12190,4398
5130,435,20250301,True,215177,60105,19059,37260,40533,14233,9439,18132,11783,4633
5131,435,20250401,True,223885,63274,18829,41609,41549,14187,9611,18316,12029,4481
5132,435,20250501,True,220050,64258,19245,38214,40063,14059,9903,17664,12288,4356
5133,435,20250601,True,223012,63346,19747,39650,41930,14442,9654,17954,11787,4502
5134,435,20250701,True,221726,61979,18717,40673,42000,14548,9597,17784,12064,4364
5135,435,20250801,True,215379,58815,18073,38767,40410,14441,10122,18430,11870,4451
5136,435,20250901,True,221743,63244,19326,38464,41314,14316,10263,18007,12338,4471
5137,435,20251001,True,215903,58909,17625,39062,41277,14100,9703,18287,12273,4667
5138,435,20251101,True,216354,58481,19207,38392,40889,14195,9834,18733,12246,4377
5139,435,20251201,True,215673,58592,18655,38661,41448,14366,9582,17968,12009,4392
5140,435,20260101,True,218068,59912,17670,40399,41311,14441,9803,18098,12026,4408
5141,435,20260201,True,220566,58497,19258,42690,40827,14496,9425,18127,12463,4783
5142,435,20260301,True,222678,63276,19101,38346,42535,14118,10246,18166,12340,4550
5143,435,20260401,True,223664,64559,20101,37277,41263,14186,10360,18837,12301,4780
5144,435,20260501,True,222277,58681,17887,43286,41871,14680,10230,18751,12089,4802
5145,435,20260601,True,222711,62680,20372,38724,41156,14449,10155,18429,12279,4467
5146,435,20260701,True,228944,62416,20133,43688,42548,14649,9613,18976,12074,4847
5147,435,20260801,True,228139,63417,19710,42828,41935,14431,9936,18895,12186,4801
5148,435,20260901,True,226997,65154,20213,40364,41559,14535,9983,18520,12225,4444
5149,436,20260601,True,174293,37377,11811,26423,41156,14449,7897,18429,12279,4472
5150,436,20260701,True,177490,38002,11688,27060,42548,14649,8397,18976,12074,4096
5151,436,20260801,True,183817,42564,13333,28176,41935,14431,7918,18895,12186,4379
5152,436,20260901,True,175916,37302,11824,27527,41559,14535,8180,18520,12225,4244
